mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:58:05 2008 

Input data from the file: ex17.txt

Print_neuttest:        1
Print_matrixpol:       0
Mhits:                 1
Dist_out:              8.000000
Mhratio_sv:            2
Seed2:                 2871
N_iterations:          100
Seed1:                 1121

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Range_thetant:         1
Thetant_min:           0.000500
Thetant_max:           0.010000
Mutations:             20
Sfix_allthetas:        1
Method_samp:           1
No_rec_males:          0
Ifgammar:              1
Alpha_gammar:          1
P_gammar:              1
Correct_gammar:        10
Rm:                    2
Nhapl:                 0
Rmfix:                 1
Method_samp:           1

REJECTION ALGORITHM OF TAVARE et al. 1997. Fix S and screening all probable thetas.  Rejection algorithm n. 2.
REJECTION ALGORITHM. Fix Rm (and optionally nhapl) and screening all probable R.

Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-0.168267	-3.57863	-0.554338	-0.507093	-0.340627	-0.340519	0.091954	0.0526316	0.1	0.0974117	na	0.5	0.921839	0.111989	20	0	0	5.0484	4.8046	4.71264	-0.0656245	0.0282282	0.2	0.2	2	6	4.75862	-0.166949	0.108889	na	0.208134	
-0.0810019	-1.74186	0.0693824	0.0252507	0.0173236	-0.0196453	0.965517	0.105263	0.2	0.253075	na	0.433333	0.921839	0.117157	20	0	0	5.0484	4.93103	3.96552	-0.0315909	0.296396	0.166667	0.266667	2	5	4.44828	-0.345749	0.108889	na	0.202797	
-0.991732	-8.06514	-1.17806	-1.31512	-1.41448	-1.53496	2.18851	0.0526316	0.1	0.106075	na	0.566667	0.944828	0.0797487	20	0	0	5.0484	3.61149	1.42299	-0.386777	0.671831	0.166667	0.266667	2	9	2.51724	-1.45828	0.0866667	na	0.276894	
-0.431649	-4.06508	-0.242478	-0.355886	-0.340627	-0.449224	2.36322	0	0	0.10323	na	0.5	0.910345	0.102544	20	0	0	5.0484	4.42299	2.05977	-0.168344	0.725465	0.266667	0.3	2	6	3.24138	-1.04108	0.12	na	0.226091	
0.504467	-1.0726	0.0693824	0.244486	0.0173236	0.221992	1.07586	0.105263	0.2	0.19811	na	0.433333	0.933333	0.138626	20	0	0	5.0484	5.77931	4.70345	0.196743	0.33027	0.166667	0.166667	2	5	5.24138	0.111184	0.0977778	na	0.173031	
-0.618872	-3.43461	-1.48992	-1.42533	-1.41448	-1.38107	-1.62759	0	0	0.0549947	na	0.466667	0.898851	0.0938788	20	0	0	5.0484	4.15172	5.77931	-0.241361	-0.499639	0.266667	0.3	2	9	4.96552	-0.0477496	0.131111	na	0.240864	
-0.290438	-4.85208	0.381243	0.196658	0.375274	0.178773	-2.12414	0.0526316	0.1	0.101889	na	0.533333	0.933333	0.11034	20	0	0	5.0484	4.62759	6.75172	-0.113271	-0.652072	0.2	0.233333	2	4	5.68966	0.36945	0.0977778	na	0.216095	
0.0713153	-2.32788	-0.554338	-0.417379	-0.698577	-0.526495	-1.48966	0.105263	0.2	0.23014	na	0.466667	0.852874	0.120412	20	0	0	5.0484	5.15172	6.64138	0.0278131	-0.457297	0.366667	0.4	2	7	5.89655	0.48865	0.175556	na	0.19411	
0.820208	-0.0957122	1.00496	1.11222	1.09117	1.20688	-0.0091954	0.0526316	0.1	0.229571	na	0.4	0.917241	0.153095	20	0	0	5.0484	6.23678	6.24598	0.319883	-0.00282282	0.2	0.266667	2	2	6.24138	0.687316	0.113333	na	0.160339	
-1.17737	-3.63741	-1.17806	-1.38463	-1.41448	-1.61157	0.478161	0.0526316	0.1	0.0849539	na	0.433333	0.836782	0.0745604	20	0	0	5.0484	3.34253	2.86437	-0.459176	0.146787	0.366667	0.533333	2	9	3.10345	-1.12055	0.191111	na	0.299175	
