mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:33:13 2008 

Input data from the file: ex08.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 4653

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Ifgamma:               1
Alpha_gamma:           1
P_gamma:               1
Correct_gamma:         5
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-1.22933	-2.10329	-1.11084	-1.33488	-1.23344	-1.45885	-1.10345	0.2	0.333333	0.222204	na	0.2	0.537931	0.074458	6	0	0	1.51452	0.862069	1.96552	-0.58541	-0.884582	0.666667	0.833333	0	3	1.41379	-0.137919	0.48	na	1.16	
0.0328065	-0.229222	-0.262655	-0.205769	-0.305884	-0.243688	-0.671264	0	0	0.00955772	na	0.133333	0.641379	0.131286	3	0	0	0.75726	0.767816	1.43908	0.0189438	-0.863959	0.533333	0.766667	0	1	1.10345	0.726611	0.38	na	1.3024	
-0.676254	-1.81771	-0.484225	-0.644316	-0.639603	-0.793698	-1.05747	0.03125	0.0606061	0.0598639	na	0.5	0.88046	0.0950777	33	0	0	8.32985	6.78161	7.83908	-0.252575	-0.208108	0.333333	0.333333	2	11	7.31034	-0.389171	0.148889	na	0.147458	
0.704492	-0.819446	1.22531	1.24557	1.3333	1.352	-2.4092	0.0625	0.117647	0.164931	na	0.4	0.912644	0.150607	17	0	0	4.29114	5.17471	7.58391	0.279807	-0.850097	0.2	0.2	3	1	6.37931	1.36628	0.117778	na	0.193247	
0.835707	-1.16842	0.578252	0.775193	0.59891	0.819406	-0.156322	0.0588235	0.111111	0.215972	na	0.433333	0.935632	0.154207	18	0	0	4.54356	5.64598	5.8023	0.329715	-0.0525385	0.166667	0.233333	5	3	5.72414	0.738922	0.0955556	na	0.177117	
-0.657692	-4.89543	-0.0639647	-0.289659	-0.124053	-0.355371	0.901149	0	0	0.067246	na	0.4	0.894253	0.0953123	11	0	0	2.77662	2.2092	1.30805	-0.277701	0.455246	0.266667	0.4	3	3	1.75862	-0.921501	0.135556	na	0.452653	
-0.821459	-1.91989	-0.378154	-0.600234	-0.464106	-0.68896	0.23908	0.125	0.222222	0.255519	na	0.266667	0.724138	0.0928174	9	0	0	2.27178	1.67126	1.43218	-0.359207	0.141441	0.5	0.566667	0	3	1.55172	-0.751064	0.3	na	0.598349	
-0.541892	-3.22432	-0.199839	-0.361661	-0.287174	-0.449676	0.947126	0.25	0.294118	0.278232	na	0.433333	0.873563	0.0988773	17	0	0	4.29114	3.61149	2.66437	-0.215226	0.334199	0.333333	0.4	0	5	3.13793	-0.754538	0.155556	na	0.276894	
-1.51328	-4.57198	-1.54191	-1.79172	-1.10142	-1.4697	-4.22069	0.125	0.222222	0.129678	na	0.3	0.593103	0.0620654	9	0	0	2.27178	1.16552	5.38621	-0.661727	-2.49698	0.633333	0.766667	1	4	3.27586	1.04732	0.426667	na	0.857988	
na	na	na	na	na	na	0	na	na	na	na	0.0333333	0	na	0	0	0	0	0	0	na	na	1	1	0	0	3.27586	na	1	na	na	
